detail_id,order_id,product_id,quantity
DET03499,ORD02371,PROD032,2
DET03500,ORD03661,PROD019,1
DET03501,ORD00181,PROD025,4
DET03502,ORD01872,PROD003,2
DET03503,ORD03552,PROD031,3
DET03504,ORD02167,PROD045,3
DET03505,ORD03807,PROD044,2
DET03506,ORD00467,PROD042,1
DET03507,ORD02389,PROD018,2
DET03508,ORD04717,PROD018,4
DET03509,ORD01474,PROD047,3
DET03510,ORD02083,PROD021,4
DET03511,ORD02091,PROD002,4
DET03512,ORD02975,PROD040,1
DET03513,ORD03910,PROD022,2
DET03514,ORD00960,PROD010,2
DET03515,ORD03389,PROD029,4
DET03516,ORD02046,PROD019,1
DET03517,ORD04106,PROD014,1
DET03518,ORD01598,PROD001,1
DET03519,ORD04399,PROD028,3
DET03520,ORD02213,PROD019,1
DET03521,ORD01568,PROD042,2
DET03522,ORD03505,PROD032,4
DET03523,ORD03515,PROD022,3
DET03524,ORD01211,PROD031,1
DET03525,ORD03315,PROD029,3
DET03526,ORD04643,PROD005,1
DET03527,ORD02871,PROD038,1
DET03528,ORD02808,PROD046,2
DET03529,ORD03497,PROD006,2
DET03530,ORD03161,PROD027,1
DET03531,ORD02597,PROD047,3
DET03532,ORD00049,PROD044,2
DET03533,ORD02455,PROD048,1
DET03534,ORD01283,PROD025,1
DET03535,ORD00532,PROD033,2
DET03536,ORD03224,PROD009,1
DET03537,ORD03426,PROD022,3
DET03538,ORD03888,PROD044,1
DET03539,ORD00726,PROD017,4
DET03540,ORD03032,PROD014,4
DET03541,ORD03405,PROD015,3
DET03542,ORD01284,PROD010,4
DET03543,ORD00614,PROD044,3
DET03544,ORD01817,PROD046,3
DET03545,ORD03104,PROD035,2
DET03546,ORD03752,PROD025,1
DET03547,ORD00351,PROD027,1
DET03548,ORD00018,PROD049,2
DET03549,ORD02670,PROD005,4
DET03550,ORD02138,PROD030,3
DET03551,ORD02286,PROD049,2
DET03552,ORD00882,PROD042,4
DET03553,ORD01164,PROD012,3
DET03554,ORD00248,PROD011,3
DET03555,ORD01912,PROD022,4
DET03556,ORD04553,PROD026,4
DET03557,ORD02091,PROD034,3
DET03558,ORD01924,PROD022,3
DET03559,ORD04238,PROD009,2
DET03560,ORD02310,PROD030,4
DET03561,ORD02687,PROD039,2
DET03562,ORD03796,PROD012,1
DET03563,ORD01552,PROD011,1
DET03564,ORD01560,PROD011,2
DET03565,ORD02525,PROD031,4
DET03566,ORD01865,PROD045,2
DET03567,ORD00776,PROD026,3
DET03568,ORD02726,PROD008,1
DET03569,ORD01891,PROD045,4
DET03570,ORD02030,PROD045,3
DET03571,ORD04278,PROD022,4
DET03572,ORD00875,PROD027,1
DET03573,ORD04192,PROD036,1
DET03574,ORD00301,PROD025,3
DET03575,ORD04339,PROD021,2
DET03576,ORD01384,PROD018,4
DET03577,ORD01935,PROD024,3
DET03578,ORD04339,PROD021,1
DET03579,ORD04756,PROD035,3
DET03580,ORD03470,PROD023,4
DET03581,ORD01348,PROD016,4
DET03582,ORD03906,PROD020,1
DET03583,ORD04883,PROD047,1
DET03584,ORD01059,PROD007,4
DET03585,ORD01408,PROD006,3
DET03586,ORD02968,PROD039,3
DET03587,ORD00747,PROD036,1
DET03588,ORD01501,PROD008,1
DET03589,ORD00129,PROD022,3
DET03590,ORD04438,PROD016,3
DET03591,ORD04093,PROD013,1
DET03592,ORD03203,PROD046,3
DET03593,ORD02464,PROD012,1
DET03594,ORD03671,PROD012,3
DET03595,ORD00613,PROD010,1
DET03596,ORD04458,PROD014,1
DET03597,ORD03188,PROD040,1
DET03598,ORD03291,PROD028,2
DET03599,ORD00903,PROD035,4
DET03600,ORD04906,PROD015,2
DET03601,ORD04995,PROD043,2
DET03602,ORD04176,PROD044,4
DET03603,ORD02197,PROD025,4
DET03604,ORD04092,PROD011,4
DET03605,ORD02453,PROD013,1
DET03606,ORD01575,PROD005,4
DET03607,ORD00179,PROD042,3
DET03608,ORD04951,PROD043,2
DET03609,ORD01713,PROD012,2
DET03610,ORD00404,PROD040,3
DET03611,ORD01516,PROD009,4
DET03612,ORD04542,PROD017,1
DET03613,ORD01157,PROD021,1
DET03614,ORD03169,PROD009,4
DET03615,ORD02247,PROD027,1
DET03616,ORD01694,PROD036,3
DET03617,ORD00148,PROD047,1
DET03618,ORD00888,PROD042,3
DET03619,ORD03100,PROD011,2
DET03620,ORD04228,PROD015,4
DET03621,ORD04953,PROD003,1
DET03622,ORD00702,PROD023,1
DET03623,ORD03148,PROD006,1
DET03624,ORD02345,PROD041,2
DET03625,ORD04619,PROD021,1
DET03626,ORD01422,PROD021,4
DET03627,ORD04244,PROD017,2
DET03628,ORD01585,PROD021,1
DET03629,ORD00466,PROD033,2
DET03630,ORD00990,PROD015,3
DET03631,ORD03871,PROD027,1
DET03632,ORD04396,PROD047,1
DET03633,ORD01210,PROD020,4
DET03634,ORD00408,PROD047,2
DET03635,ORD02506,PROD024,3
DET03636,ORD01847,PROD047,4
DET03637,ORD03384,PROD015,4
DET03638,ORD00409,PROD020,1
DET03639,ORD00361,PROD006,4
DET03640,ORD00371,PROD029,2
DET03641,ORD04095,PROD034,4
DET03642,ORD03480,PROD002,1
DET03643,ORD01130,PROD013,3
DET03644,ORD00390,PROD033,3
DET03645,ORD04251,PROD024,1
DET03646,ORD02846,PROD040,1
DET03647,ORD02051,PROD020,2
DET03648,ORD00240,PROD021,2
DET03649,ORD03030,PROD006,4
DET03650,ORD03379,PROD038,1
DET03651,ORD02696,PROD025,4
DET03652,ORD01643,PROD041,3
DET03653,ORD00792,PROD026,3
DET03654,ORD00607,PROD046,2
DET03655,ORD01900,PROD039,1
DET03656,ORD00900,PROD037,4
DET03657,ORD00847,PROD047,2
DET03658,ORD03150,PROD037,1
DET03659,ORD00777,PROD038,2
DET03660,ORD01454,PROD025,3
DET03661,ORD03383,PROD016,1
DET03662,ORD04032,PROD020,1
DET03663,ORD03664,PROD041,1
DET03664,ORD00863,PROD045,1
DET03665,ORD02451,PROD026,4
DET03666,ORD01486,PROD025,1
DET03667,ORD00342,PROD011,3
DET03668,ORD04957,PROD001,2
DET03669,ORD00567,PROD042,2
DET03670,ORD02159,PROD011,4
DET03671,ORD04236,PROD015,4
DET03672,ORD03414,PROD015,1
DET03673,ORD00857,PROD019,3
DET03674,ORD02967,PROD011,2
DET03675,ORD00136,PROD021,3
DET03676,ORD03994,PROD008,4
DET03677,ORD01558,PROD032,2
DET03678,ORD03951,PROD043,2
DET03679,ORD02402,PROD007,2
DET03680,ORD02858,PROD041,1
DET03681,ORD01824,PROD029,4
DET03682,ORD04984,PROD047,1
DET03683,ORD02769,PROD036,3
DET03684,ORD04605,PROD023,2
DET03685,ORD04541,PROD045,3
DET03686,ORD01965,PROD020,1
DET03687,ORD00566,PROD007,4
DET03688,ORD01564,PROD023,1
DET03689,ORD03415,PROD014,4
DET03690,ORD03832,PROD035,2
DET03691,ORD00275,PROD002,1
DET03692,ORD01116,PROD032,1
DET03693,ORD00118,PROD018,4
DET03694,ORD00900,PROD026,1
DET03695,ORD03949,PROD010,3
DET03696,ORD00871,PROD005,4
DET03697,ORD00434,PROD004,1
DET03698,ORD02628,PROD049,4
DET03699,ORD04566,PROD018,3
DET03700,ORD03498,PROD035,1
DET03701,ORD04134,PROD047,2
DET03702,ORD03597,PROD029,2
DET03703,ORD00289,PROD005,2
DET03704,ORD03871,PROD022,4
DET03705,ORD04095,PROD003,2
DET03706,ORD04423,PROD044,2
DET03707,ORD01289,PROD012,4
DET03708,ORD04856,PROD040,3
DET03709,ORD00874,PROD044,4
DET03710,ORD03448,PROD025,2
DET03711,ORD01407,PROD050,1
DET03712,ORD04039,PROD029,3
DET03713,ORD04070,PROD042,3
DET03714,ORD03208,PROD035,4
DET03715,ORD01869,PROD039,2
DET03716,ORD03209,PROD012,4
DET03717,ORD04179,PROD044,1
DET03718,ORD03001,PROD010,2
DET03719,ORD04871,PROD003,1
DET03720,ORD04234,PROD024,4
DET03721,ORD00838,PROD027,1
DET03722,ORD01628,PROD024,2
DET03723,ORD03685,PROD046,3
DET03724,ORD02381,PROD012,4
DET03725,ORD01989,PROD038,1
DET03726,ORD01665,PROD002,4
DET03727,ORD01468,PROD001,1
DET03728,ORD02225,PROD049,2
DET03729,ORD03888,PROD021,2
DET03730,ORD02679,PROD004,2
DET03731,ORD03589,PROD023,1
DET03732,ORD03076,PROD003,1
DET03733,ORD01442,PROD038,3
DET03734,ORD04115,PROD004,1
DET03735,ORD01465,PROD025,3
DET03736,ORD04297,PROD039,1
DET03737,ORD02681,PROD046,2
DET03738,ORD02754,PROD007,1
DET03739,ORD00501,PROD036,3
DET03740,ORD04544,PROD026,2
DET03741,ORD04828,PROD025,3
DET03742,ORD02899,PROD032,4
DET03743,ORD03864,PROD009,3
DET03744,ORD01298,PROD034,4
DET03745,ORD04778,PROD024,1
DET03746,ORD03699,PROD038,2
DET03747,ORD04543,PROD016,3
DET03748,ORD04006,PROD029,2
DET03749,ORD01690,PROD046,4
DET03750,ORD02135,PROD050,1
DET03751,ORD00110,PROD036,4
DET03752,ORD03309,PROD004,1
DET03753,ORD01633,PROD013,1
DET03754,ORD03243,PROD014,2
DET03755,ORD01342,PROD023,1
DET03756,ORD00528,PROD034,1
DET03757,ORD00374,PROD014,4
DET03758,ORD03238,PROD019,3
DET03759,ORD01686,PROD010,1
DET03760,ORD04399,PROD040,1
DET03761,ORD00415,PROD041,4
DET03762,ORD04932,PROD045,3
DET03763,ORD02269,PROD028,2
DET03764,ORD03039,PROD018,4
DET03765,ORD02107,PROD001,1
DET03766,ORD02109,PROD034,4
DET03767,ORD04530,PROD010,1
DET03768,ORD01918,PROD005,3
DET03769,ORD03999,PROD050,4
DET03770,ORD04250,PROD032,4
DET03771,ORD00821,PROD009,2
DET03772,ORD04316,PROD031,3
DET03773,ORD03283,PROD035,2
DET03774,ORD04855,PROD011,2
DET03775,ORD04367,PROD008,4
DET03776,ORD00314,PROD021,1
DET03777,ORD02006,PROD044,4
DET03778,ORD02291,PROD046,4
DET03779,ORD04226,PROD018,3
DET03780,ORD03203,PROD020,2
DET03781,ORD01549,PROD041,3
DET03782,ORD00965,PROD045,3
DET03783,ORD04595,PROD038,4
DET03784,ORD01229,PROD039,1
DET03785,ORD04845,PROD018,4
DET03786,ORD02429,PROD005,2
DET03787,ORD01977,PROD011,2
DET03788,ORD00282,PROD009,4
DET03789,ORD04409,PROD003,4
DET03790,ORD04835,PROD031,3
DET03791,ORD00241,PROD007,1
DET03792,ORD02760,PROD024,4
DET03793,ORD03986,PROD004,2
DET03794,ORD02749,PROD027,1
DET03795,ORD00462,PROD034,1
DET03796,ORD04564,PROD025,3
DET03797,ORD00216,PROD029,4
DET03798,ORD04496,PROD035,2
DET03799,ORD02673,PROD037,2
DET03800,ORD02474,PROD046,4
DET03801,ORD02212,PROD001,1
DET03802,ORD03955,PROD047,3
DET03803,ORD00607,PROD022,4
DET03804,ORD02177,PROD008,2
DET03805,ORD02855,PROD001,2
DET03806,ORD03120,PROD029,1
DET03807,ORD01670,PROD013,4
DET03808,ORD01613,PROD021,4
DET03809,ORD00691,PROD016,1
DET03810,ORD00790,PROD024,3
DET03811,ORD04230,PROD045,1
DET03812,ORD04794,PROD024,4
DET03813,ORD03320,PROD029,4
DET03814,ORD03611,PROD015,3
DET03815,ORD03245,PROD039,3
DET03816,ORD00002,PROD011,2
DET03817,ORD01861,PROD025,3
DET03818,ORD01069,PROD020,3
DET03819,ORD03474,PROD032,3
DET03820,ORD00864,PROD022,3
DET03821,ORD01597,PROD037,1
DET03822,ORD04373,PROD016,4
DET03823,ORD03892,PROD044,1
DET03824,ORD01355,PROD048,1
DET03825,ORD04036,PROD017,4
DET03826,ORD01296,PROD003,1
DET03827,ORD02829,PROD004,3
DET03828,ORD01753,PROD005,1
DET03829,ORD01015,PROD011,1
DET03830,ORD03922,PROD002,4
DET03831,ORD00511,PROD028,4
DET03832,ORD00926,PROD009,2
DET03833,ORD01193,PROD032,1
DET03834,ORD00628,PROD019,4
DET03835,ORD03674,PROD035,2
DET03836,ORD03159,PROD038,4
DET03837,ORD01226,PROD031,3
DET03838,ORD04768,PROD002,3
DET03839,ORD02875,PROD019,1
DET03840,ORD03909,PROD041,2
DET03841,ORD01321,PROD007,1
DET03842,ORD01086,PROD019,3
DET03843,ORD01143,PROD039,4
DET03844,ORD04527,PROD008,4
DET03845,ORD02285,PROD011,3
DET03846,ORD02809,PROD019,1
DET03847,ORD02166,PROD028,4
DET03848,ORD02015,PROD001,2
DET03849,ORD04200,PROD019,2
DET03850,ORD00520,PROD041,1
DET03851,ORD04036,PROD024,4
DET03852,ORD03218,PROD027,2
DET03853,ORD00025,PROD040,2
DET03854,ORD03794,PROD026,1
DET03855,ORD04386,PROD046,1
DET03856,ORD01643,PROD024,2
DET03857,ORD01813,PROD046,4
DET03858,ORD04835,PROD024,4
DET03859,ORD03123,PROD024,3
DET03860,ORD04285,PROD031,2
DET03861,ORD02105,PROD043,1
DET03862,ORD02336,PROD049,3
DET03863,ORD03781,PROD013,3
DET03864,ORD01326,PROD032,3
DET03865,ORD03677,PROD022,3
DET03866,ORD04439,PROD032,1
DET03867,ORD00064,PROD029,1
DET03868,ORD00108,PROD018,4
DET03869,ORD02629,PROD033,4
DET03870,ORD04130,PROD003,3
DET03871,ORD00646,PROD017,3
DET03872,ORD04219,PROD032,4
DET03873,ORD03748,PROD004,4
DET03874,ORD01927,PROD017,4
DET03875,ORD02271,PROD045,1
DET03876,ORD03467,PROD034,4
DET03877,ORD00828,PROD001,3
DET03878,ORD00676,PROD027,1
DET03879,ORD03961,PROD002,3
DET03880,ORD02517,PROD007,4
DET03881,ORD03206,PROD022,4
DET03882,ORD04788,PROD003,1
DET03883,ORD01423,PROD014,1
DET03884,ORD04893,PROD040,4
DET03885,ORD04083,PROD001,1
DET03886,ORD04751,PROD017,3
DET03887,ORD00479,PROD040,1
DET03888,ORD01918,PROD011,3
DET03889,ORD03599,PROD045,3
DET03890,ORD02165,PROD037,1
DET03891,ORD02095,PROD015,4
DET03892,ORD01495,PROD029,2
DET03893,ORD00403,PROD015,2
DET03894,ORD02447,PROD001,4
DET03895,ORD03423,PROD028,2
DET03896,ORD00794,PROD038,2
DET03897,ORD03690,PROD004,2
DET03898,ORD01847,PROD037,2
DET03899,ORD00153,PROD010,3
DET03900,ORD00519,PROD009,3
DET03901,ORD01944,PROD001,2
DET03902,ORD02388,PROD007,2
DET03903,ORD04906,PROD029,1
DET03904,ORD00951,PROD006,2
DET03905,ORD00851,PROD019,2
DET03906,ORD02484,PROD046,4
DET03907,ORD01399,PROD024,4
DET03908,ORD02922,PROD019,2
DET03909,ORD04006,PROD017,1
DET03910,ORD03833,PROD050,1
DET03911,ORD01279,PROD018,3
DET03912,ORD03353,PROD046,4
DET03913,ORD04054,PROD017,2
DET03914,ORD04337,PROD025,2
DET03915,ORD03189,PROD005,3
DET03916,ORD00133,PROD033,4
DET03917,ORD00444,PROD028,3
DET03918,ORD00149,PROD032,1
DET03919,ORD03386,PROD040,1
DET03920,ORD04352,PROD017,2
DET03921,ORD04651,PROD015,2
DET03922,ORD03004,PROD047,4
DET03923,ORD03523,PROD010,4
DET03924,ORD02981,PROD027,4
DET03925,ORD00706,PROD018,3
DET03926,ORD00218,PROD016,4
DET03927,ORD04736,PROD042,1
DET03928,ORD03239,PROD014,3
DET03929,ORD00157,PROD026,3
DET03930,ORD04844,PROD040,3
DET03931,ORD02256,PROD001,2
DET03932,ORD00284,PROD027,2
DET03933,ORD01160,PROD008,2
DET03934,ORD00995,PROD049,1
DET03935,ORD01749,PROD033,3
DET03936,ORD03656,PROD049,1
DET03937,ORD00719,PROD016,1
DET03938,ORD00347,PROD015,1
DET03939,ORD01938,PROD011,3
DET03940,ORD00869,PROD004,1
DET03941,ORD03217,PROD028,2
DET03942,ORD00154,PROD031,3
DET03943,ORD03655,PROD010,3
DET03944,ORD01837,PROD037,2
DET03945,ORD04319,PROD020,2
DET03946,ORD04596,PROD041,2
DET03947,ORD02455,PROD014,2
DET03948,ORD04064,PROD006,1
DET03949,ORD04742,PROD008,4
DET03950,ORD03839,PROD044,2
DET03951,ORD02978,PROD033,3
DET03952,ORD04969,PROD026,2
DET03953,ORD00306,PROD027,2
DET03954,ORD02380,PROD009,3
DET03955,ORD01532,PROD049,1
DET03956,ORD00834,PROD049,4
DET03957,ORD03660,PROD004,4
DET03958,ORD03487,PROD017,1
DET03959,ORD02467,PROD014,4
DET03960,ORD02592,PROD034,4
DET03961,ORD03948,PROD047,2
DET03962,ORD00619,PROD027,4
DET03963,ORD00171,PROD021,1
DET03964,ORD03070,PROD039,1
DET03965,ORD02901,PROD003,2
DET03966,ORD00714,PROD018,4
DET03967,ORD01080,PROD007,2
DET03968,ORD03236,PROD019,1
DET03969,ORD02322,PROD002,4
DET03970,ORD03740,PROD012,3
DET03971,ORD01882,PROD045,3
DET03972,ORD00776,PROD047,4
DET03973,ORD02626,PROD036,4
DET03974,ORD00812,PROD033,3
DET03975,ORD00471,PROD022,4
DET03976,ORD00718,PROD049,2
DET03977,ORD03052,PROD039,4
DET03978,ORD04897,PROD007,3
DET03979,ORD02066,PROD015,4
DET03980,ORD02182,PROD049,3
DET03981,ORD02602,PROD034,1
DET03982,ORD00964,PROD034,4
DET03983,ORD04046,PROD016,1
DET03984,ORD03891,PROD005,2
DET03985,ORD03551,PROD049,1
DET03986,ORD01853,PROD012,2
DET03987,ORD04267,PROD017,1
DET03988,ORD02233,PROD030,3
DET03989,ORD00583,PROD030,1
DET03990,ORD00011,PROD049,1
DET03991,ORD03627,PROD029,3
DET03992,ORD04761,PROD048,4
DET03993,ORD04436,PROD005,2
DET03994,ORD03329,PROD009,3
DET03995,ORD00762,PROD034,1
DET03996,ORD04480,PROD005,4
DET03997,ORD04879,PROD007,2
DET03998,ORD00149,PROD046,4
DET03999,ORD01512,PROD037,2
DET04000,ORD02264,PROD041,2
DET04001,ORD03340,PROD035,1
DET04002,ORD04783,PROD042,4
DET04003,ORD04637,PROD020,1
DET04004,ORD04565,PROD025,1
DET04005,ORD01543,PROD043,3
DET04006,ORD00457,PROD015,2
DET04007,ORD02016,PROD022,3
DET04008,ORD01243,PROD039,4
DET04009,ORD00079,PROD031,4
DET04010,ORD01084,PROD038,2
DET04011,ORD00007,PROD002,4
DET04012,ORD00605,PROD047,1
DET04013,ORD04967,PROD034,3
DET04014,ORD04390,PROD037,1
DET04015,ORD04447,PROD046,4
DET04016,ORD00563,PROD012,2
DET04017,ORD03794,PROD019,4
DET04018,ORD03457,PROD004,1
DET04019,ORD00118,PROD038,2
DET04020,ORD04801,PROD025,3
DET04021,ORD00649,PROD046,4
DET04022,ORD00896,PROD021,2
DET04023,ORD00134,PROD049,2
DET04024,ORD03248,PROD044,3
DET04025,ORD02406,PROD013,4
DET04026,ORD02805,PROD005,2
DET04027,ORD04777,PROD008,1
DET04028,ORD04789,PROD018,1
DET04029,ORD01402,PROD041,1
DET04030,ORD01985,PROD043,1
DET04031,ORD04437,PROD038,2
DET04032,ORD03572,PROD008,3
DET04033,ORD04006,PROD030,3
DET04034,ORD03285,PROD029,4
DET04035,ORD02901,PROD017,2
DET04036,ORD03908,PROD012,4
DET04037,ORD02998,PROD043,2
DET04038,ORD01513,PROD020,1
DET04039,ORD02357,PROD018,2
DET04040,ORD02285,PROD038,1
DET04041,ORD03622,PROD011,3
DET04042,ORD03007,PROD018,4
DET04043,ORD01206,PROD008,3
DET04044,ORD04931,PROD040,4
DET04045,ORD04533,PROD023,2
DET04046,ORD00441,PROD026,3
DET04047,ORD02934,PROD024,2
DET04048,ORD03132,PROD048,2
DET04049,ORD02602,PROD034,3
DET04050,ORD01340,PROD041,1
DET04051,ORD03254,PROD046,1
DET04052,ORD00145,PROD008,2
DET04053,ORD04806,PROD016,1
DET04054,ORD03973,PROD048,4
DET04055,ORD02348,PROD006,1
DET04056,ORD01598,PROD050,3
DET04057,ORD02853,PROD039,2
DET04058,ORD02129,PROD028,1
DET04059,ORD02353,PROD030,1
DET04060,ORD00799,PROD010,1
DET04061,ORD04030,PROD030,3
DET04062,ORD02612,PROD032,1
DET04063,ORD00798,PROD019,3
DET04064,ORD04720,PROD008,3
DET04065,ORD03013,PROD050,4
DET04066,ORD04998,PROD021,3
DET04067,ORD00966,PROD050,2
DET04068,ORD04129,PROD023,3
DET04069,ORD01943,PROD037,3
DET04070,ORD03110,PROD012,2
DET04071,ORD01134,PROD049,4
DET04072,ORD03349,PROD039,3
DET04073,ORD04063,PROD031,1
DET04074,ORD03279,PROD008,3
DET04075,ORD01597,PROD047,3
DET04076,ORD03461,PROD030,2
DET04077,ORD02276,PROD028,1
DET04078,ORD00755,PROD006,4
DET04079,ORD01341,PROD038,1
DET04080,ORD02351,PROD013,2
DET04081,ORD02423,PROD008,4
DET04082,ORD04857,PROD021,1
DET04083,ORD03262,PROD027,1
DET04084,ORD01635,PROD007,4
DET04085,ORD02702,PROD041,3
DET04086,ORD01007,PROD022,4
DET04087,ORD03452,PROD045,1
DET04088,ORD04466,PROD021,2
DET04089,ORD00550,PROD026,3
DET04090,ORD01255,PROD035,2
DET04091,ORD00261,PROD039,4
DET04092,ORD03339,PROD007,4
DET04093,ORD01645,PROD015,4
DET04094,ORD04338,PROD019,2
DET04095,ORD01898,PROD035,3
DET04096,ORD03305,PROD050,2
DET04097,ORD01725,PROD017,1
DET04098,ORD03457,PROD044,4
DET04099,ORD02601,PROD028,4
DET04100,ORD01348,PROD029,1
DET04101,ORD04100,PROD041,4
DET04102,ORD02801,PROD050,4
DET04103,ORD01036,PROD012,1
DET04104,ORD03438,PROD012,3
DET04105,ORD04952,PROD022,2
DET04106,ORD03910,PROD028,4
DET04107,ORD03520,PROD045,4
DET04108,ORD00331,PROD049,1
DET04109,ORD02530,PROD024,1
DET04110,ORD01185,PROD017,2
DET04111,ORD04105,PROD025,4
DET04112,ORD02379,PROD035,1
DET04113,ORD01952,PROD043,2
DET04114,ORD00036,PROD039,2
DET04115,ORD02650,PROD049,1
DET04116,ORD02663,PROD050,4
DET04117,ORD00757,PROD002,1
DET04118,ORD03422,PROD002,3
DET04119,ORD01258,PROD023,3
DET04120,ORD01847,PROD013,4
DET04121,ORD01267,PROD013,3
DET04122,ORD00237,PROD035,2
DET04123,ORD01475,PROD013,3
DET04124,ORD04201,PROD011,2
DET04125,ORD04605,PROD026,2
DET04126,ORD04857,PROD004,4
DET04127,ORD01312,PROD048,1
DET04128,ORD01224,PROD012,2
DET04129,ORD04467,PROD017,1
DET04130,ORD04220,PROD046,3
DET04131,ORD01001,PROD032,2
DET04132,ORD01841,PROD045,3
DET04133,ORD04208,PROD001,4
DET04134,ORD01179,PROD011,4
DET04135,ORD02968,PROD004,1
DET04136,ORD01927,PROD011,2
DET04137,ORD03672,PROD035,1
DET04138,ORD04331,PROD007,1
DET04139,ORD03452,PROD002,1
DET04140,ORD01275,PROD035,1
DET04141,ORD03481,PROD022,3
DET04142,ORD01743,PROD012,3
DET04143,ORD04865,PROD035,3
DET04144,ORD03814,PROD037,4
DET04145,ORD02108,PROD022,1
DET04146,ORD04143,PROD004,3
DET04147,ORD04640,PROD041,4
DET04148,ORD02003,PROD012,2
DET04149,ORD04914,PROD034,4
DET04150,ORD01631,PROD024,1
DET04151,ORD04309,PROD004,2
DET04152,ORD01072,PROD023,3
DET04153,ORD00321,PROD029,2
DET04154,ORD01442,PROD011,2
DET04155,ORD03963,PROD023,2
DET04156,ORD01448,PROD019,4
DET04157,ORD02436,PROD049,2
DET04158,ORD03832,PROD035,1
DET04159,ORD01631,PROD039,3
DET04160,ORD02251,PROD039,2
DET04161,ORD01417,PROD043,1
DET04162,ORD00514,PROD004,2
DET04163,ORD01792,PROD042,4
DET04164,ORD01727,PROD001,4
DET04165,ORD00312,PROD013,4
DET04166,ORD00148,PROD005,3
DET04167,ORD01420,PROD015,2
DET04168,ORD00523,PROD030,3
DET04169,ORD00506,PROD045,4
DET04170,ORD04324,PROD037,1
DET04171,ORD01255,PROD042,2
DET04172,ORD02828,PROD043,2
DET04173,ORD02157,PROD015,4
DET04174,ORD02229,PROD044,1
DET04175,ORD01897,PROD019,2
DET04176,ORD03019,PROD016,1
DET04177,ORD02339,PROD046,4
DET04178,ORD02122,PROD041,2
DET04179,ORD01617,PROD013,2
DET04180,ORD03523,PROD038,3
DET04181,ORD03417,PROD024,2
DET04182,ORD00934,PROD025,4
DET04183,ORD01660,PROD030,3
DET04184,ORD03803,PROD024,2
DET04185,ORD03735,PROD010,3
DET04186,ORD01151,PROD048,3
DET04187,ORD04108,PROD040,2
DET04188,ORD01801,PROD038,3
DET04189,ORD00922,PROD002,1
DET04190,ORD01294,PROD006,1
DET04191,ORD03530,PROD026,4
DET04192,ORD03436,PROD019,1
DET04193,ORD02829,PROD043,2
DET04194,ORD04071,PROD050,1
DET04195,ORD00003,PROD017,4
DET04196,ORD04597,PROD020,4
DET04197,ORD00698,PROD042,3
DET04198,ORD00768,PROD013,4
DET04199,ORD04412,PROD034,1
DET04200,ORD00576,PROD029,1
DET04201,ORD04749,PROD029,1
DET04202,ORD04977,PROD035,3
DET04203,ORD02274,PROD036,1
DET04204,ORD01017,PROD031,4
DET04205,ORD00525,PROD001,4
DET04206,ORD00019,PROD045,2
DET04207,ORD03493,PROD001,1
DET04208,ORD00557,PROD036,4
DET04209,ORD03879,PROD050,4
DET04210,ORD03090,PROD042,3
DET04211,ORD02772,PROD011,2
DET04212,ORD01148,PROD007,4
DET04213,ORD03620,PROD033,3
DET04214,ORD00983,PROD010,4
DET04215,ORD02448,PROD029,4
DET04216,ORD01048,PROD040,4
DET04217,ORD02422,PROD037,2
DET04218,ORD01565,PROD027,4
DET04219,ORD00745,PROD023,3
DET04220,ORD02627,PROD009,3
DET04221,ORD00383,PROD005,3
DET04222,ORD04279,PROD041,4
DET04223,ORD01616,PROD006,1
DET04224,ORD00244,PROD002,1
DET04225,ORD03051,PROD046,3
DET04226,ORD03443,PROD014,3
DET04227,ORD01850,PROD012,4
DET04228,ORD00865,PROD001,4
DET04229,ORD00514,PROD044,3
DET04230,ORD01530,PROD048,4
DET04231,ORD01433,PROD017,1
DET04232,ORD00610,PROD036,2
DET04233,ORD01897,PROD002,3
DET04234,ORD02771,PROD024,2
DET04235,ORD01611,PROD042,3
DET04236,ORD00151,PROD028,4
DET04237,ORD02047,PROD038,1
DET04238,ORD00809,PROD012,4
DET04239,ORD04529,PROD028,1
DET04240,ORD04133,PROD032,2
DET04241,ORD00771,PROD042,4
DET04242,ORD01980,PROD049,2
DET04243,ORD01798,PROD017,3
DET04244,ORD03682,PROD035,1
DET04245,ORD00101,PROD034,4
DET04246,ORD00950,PROD007,2
DET04247,ORD03510,PROD045,4
DET04248,ORD03997,PROD002,4
DET04249,ORD03488,PROD022,2
DET04250,ORD00379,PROD034,2
DET04251,ORD00624,PROD024,3
DET04252,ORD04577,PROD043,3
DET04253,ORD04154,PROD022,3
DET04254,ORD00144,PROD041,2
DET04255,ORD01906,PROD014,1
DET04256,ORD00500,PROD023,3
DET04257,ORD00420,PROD021,1
DET04258,ORD00985,PROD044,3
DET04259,ORD00996,PROD033,3
DET04260,ORD02257,PROD017,4
DET04261,ORD02127,PROD005,1
DET04262,ORD01322,PROD046,4
DET04263,ORD02494,PROD036,2
DET04264,ORD04286,PROD026,1
DET04265,ORD04754,PROD043,2
DET04266,ORD03036,PROD024,1
DET04267,ORD02135,PROD011,1
DET04268,ORD00333,PROD024,1
DET04269,ORD01389,PROD017,2
DET04270,ORD04254,PROD023,1
DET04271,ORD03314,PROD014,4
DET04272,ORD04327,PROD012,1
DET04273,ORD01123,PROD039,1
DET04274,ORD04204,PROD039,2
