customer_id,customer_name,gender,age,area,membership_type
CUST01309,Customer_1309,Male,59,Bandra,Green
CUST01310,Customer_1310,Female,34,Borivali,Gold
CUST01311,Customer_1311,Male,23,Thane,None
CUST01312,Customer_1312,Male,22,Powai,None
CUST01313,Customer_1313,Female,34,Andheri,None
CUST01314,Customer_1314,Male,27,Chembur,Green
CUST01315,Customer_1315,Female,28,Colaba,Gold
CUST01316,Customer_1316,Female,58,Colaba,Silver
CUST01317,Customer_1317,Male,56,Ghatkopar,Gold
CUST01318,Customer_1318,Male,56,Bandra,Gold
CUST01319,Customer_1319,Female,48,Dadar,Silver
CUST01320,Customer_1320,Male,40,Colaba,Green
CUST01321,Customer_1321,Female,25,Colaba,Green
CUST01322,Customer_1322,Male,30,Bandra,Green
CUST01323,Customer_1323,Male,58,Thane,None
CUST01324,Customer_1324,Female,30,Chembur,Gold
CUST01325,Customer_1325,Male,43,Powai,None
CUST01326,Customer_1326,Female,36,Powai,Green
CUST01327,Customer_1327,Male,27,Thane,Green
CUST01328,Customer_1328,Female,53,Chembur,Green
CUST01329,Customer_1329,Female,18,Andheri,Gold
CUST01330,Customer_1330,Male,35,Andheri,Silver
CUST01331,Customer_1331,Female,41,Colaba,Silver
CUST01332,Customer_1332,Male,41,Powai,Green
CUST01333,Customer_1333,Female,52,Vashi,Silver
CUST01334,Customer_1334,Male,54,Vashi,Green
CUST01335,Customer_1335,Female,51,Bandra,Gold
CUST01336,Customer_1336,Female,28,Andheri,Gold
CUST01337,Customer_1337,Female,39,Bandra,Gold
CUST01338,Customer_1338,Female,32,Vashi,Silver
CUST01339,Customer_1339,Male,56,Andheri,None
CUST01340,Customer_1340,Female,38,Andheri,Gold
CUST01341,Customer_1341,Male,43,Vashi,None
CUST01342,Customer_1342,Female,50,Andheri,Silver
CUST01343,Customer_1343,Male,45,Dadar,Green
CUST01344,Customer_1344,Male,28,Andheri,None
CUST01345,Customer_1345,Female,18,Thane,Silver
CUST01346,Customer_1346,Female,23,Dadar,Green
CUST01347,Customer_1347,Male,40,Chembur,Gold
CUST01348,Customer_1348,Male,45,Vashi,Green
CUST01349,Customer_1349,Female,59,Borivali,Gold
CUST01350,Customer_1350,Male,43,Chembur,None
CUST01351,Customer_1351,Male,46,Colaba,Green
CUST01352,Customer_1352,Male,41,Vashi,Silver
CUST01353,Customer_1353,Female,49,Thane,Silver
CUST01354,Customer_1354,Female,47,Borivali,Silver
CUST01355,Customer_1355,Male,36,Bandra,Green
CUST01356,Customer_1356,Female,57,Thane,Green
CUST01357,Customer_1357,Female,57,Powai,None
CUST01358,Customer_1358,Male,56,Ghatkopar,Green
CUST01359,Customer_1359,Male,53,Powai,Silver
CUST01360,Customer_1360,Male,52,Chembur,Gold
CUST01361,Customer_1361,Female,35,Bandra,None
CUST01362,Customer_1362,Male,32,Colaba,Gold
CUST01363,Customer_1363,Male,50,Powai,Green
CUST01364,Customer_1364,Male,52,Chembur,None
CUST01365,Customer_1365,Female,23,Bandra,Silver
CUST01366,Customer_1366,Male,53,Thane,None
CUST01367,Customer_1367,Female,37,Thane,Silver
CUST01368,Customer_1368,Female,44,Thane,Gold
CUST01369,Customer_1369,Male,38,Dadar,Green
CUST01370,Customer_1370,Female,18,Chembur,Gold
CUST01371,Customer_1371,Female,56,Dadar,None
CUST01372,Customer_1372,Female,19,Bandra,Green
CUST01373,Customer_1373,Female,31,Andheri,None
CUST01374,Customer_1374,Male,33,Colaba,Gold
CUST01375,Customer_1375,Male,32,Andheri,None
CUST01376,Customer_1376,Male,43,Dadar,Gold
CUST01377,Customer_1377,Female,25,Andheri,Gold
CUST01378,Customer_1378,Male,33,Colaba,Silver
CUST01379,Customer_1379,Male,24,Dadar,Gold
CUST01380,Customer_1380,Male,55,Andheri,Gold
CUST01381,Customer_1381,Male,48,Colaba,Gold
CUST01382,Customer_1382,Female,53,Colaba,None
CUST01383,Customer_1383,Female,57,Vashi,Gold
CUST01384,Customer_1384,Male,31,Andheri,Green
CUST01385,Customer_1385,Female,47,Vashi,None
CUST01386,Customer_1386,Male,58,Vashi,Gold
CUST01387,Customer_1387,Female,39,Andheri,Green
CUST01388,Customer_1388,Male,18,Ghatkopar,Green
CUST01389,Customer_1389,Female,58,Vashi,Gold
CUST01390,Customer_1390,Female,58,Ghatkopar,None
CUST01391,Customer_1391,Male,51,Ghatkopar,Silver
CUST01392,Customer_1392,Female,48,Dadar,Silver
CUST01393,Customer_1393,Male,44,Thane,Gold
CUST01394,Customer_1394,Male,43,Andheri,None
CUST01395,Customer_1395,Female,35,Bandra,None
CUST01396,Customer_1396,Female,58,Chembur,None
CUST01397,Customer_1397,Male,18,Chembur,Gold
CUST01398,Customer_1398,Male,60,Andheri,None
CUST01399,Customer_1399,Female,23,Powai,None
CUST01400,Customer_1400,Female,59,Chembur,Silver
CUST01401,Customer_1401,Male,24,Vashi,Silver
CUST01402,Customer_1402,Female,44,Thane,Green
CUST01403,Customer_1403,Female,20,Borivali,Gold
CUST01404,Customer_1404,Female,52,Chembur,Green
CUST01405,Customer_1405,Male,50,Dadar,Silver
CUST01406,Customer_1406,Male,60,Vashi,Gold
CUST01407,Customer_1407,Male,54,Andheri,Gold
CUST01408,Customer_1408,Male,30,Powai,Gold
CUST01409,Customer_1409,Male,44,Ghatkopar,Green
CUST01410,Customer_1410,Male,18,Chembur,Silver
CUST01411,Customer_1411,Male,51,Andheri,Green
CUST01412,Customer_1412,Female,45,Ghatkopar,Silver
CUST01413,Customer_1413,Male,42,Vashi,None
CUST01414,Customer_1414,Male,58,Andheri,None
CUST01415,Customer_1415,Male,56,Dadar,Gold
CUST01416,Customer_1416,Female,52,Andheri,Green
CUST01417,Customer_1417,Male,34,Vashi,Gold
CUST01418,Customer_1418,Male,21,Dadar,Silver
CUST01419,Customer_1419,Male,45,Chembur,Gold
CUST01420,Customer_1420,Female,32,Bandra,Green
CUST01421,Customer_1421,Female,54,Vashi,Green
CUST01422,Customer_1422,Male,48,Powai,Silver
CUST01423,Customer_1423,Male,35,Vashi,None
CUST01424,Customer_1424,Male,38,Dadar,Gold
CUST01425,Customer_1425,Male,58,Andheri,Silver
CUST01426,Customer_1426,Male,43,Andheri,Green
CUST01427,Customer_1427,Female,46,Chembur,Gold
CUST01428,Customer_1428,Male,36,Chembur,None
CUST01429,Customer_1429,Male,50,Bandra,None
CUST01430,Customer_1430,Male,55,Dadar,None
CUST01431,Customer_1431,Female,56,Andheri,Green
CUST01432,Customer_1432,Female,42,Powai,None
CUST01433,Customer_1433,Female,46,Bandra,Silver
CUST01434,Customer_1434,Female,60,Colaba,Green
CUST01435,Customer_1435,Male,51,Powai,Green
CUST01436,Customer_1436,Female,47,Powai,Silver
CUST01437,Customer_1437,Female,32,Chembur,Gold
CUST01438,Customer_1438,Female,24,Andheri,Silver
CUST01439,Customer_1439,Female,20,Ghatkopar,Gold
CUST01440,Customer_1440,Male,41,Andheri,Silver
CUST01441,Customer_1441,Male,40,Bandra,Green
CUST01442,Customer_1442,Female,42,Andheri,None
CUST01443,Customer_1443,Male,47,Andheri,Green
CUST01444,Customer_1444,Male,28,Ghatkopar,Silver
CUST01445,Customer_1445,Male,57,Ghatkopar,None
CUST01446,Customer_1446,Male,46,Powai,Green
CUST01447,Customer_1447,Male,20,Chembur,Gold
CUST01448,Customer_1448,Female,24,Colaba,Gold
CUST01449,Customer_1449,Male,41,Ghatkopar,Gold
CUST01450,Customer_1450,Male,41,Colaba,Gold
CUST01451,Customer_1451,Female,27,Andheri,Silver
CUST01452,Customer_1452,Male,38,Thane,Green
CUST01453,Customer_1453,Female,58,Borivali,Green
CUST01454,Customer_1454,Male,54,Bandra,Green
CUST01455,Customer_1455,Male,46,Thane,Green
CUST01456,Customer_1456,Male,38,Colaba,Green
CUST01457,Customer_1457,Female,60,Thane,Gold
CUST01458,Customer_1458,Male,33,Chembur,None
CUST01459,Customer_1459,Male,23,Dadar,Silver
CUST01460,Customer_1460,Male,33,Borivali,None
CUST01461,Customer_1461,Female,37,Bandra,Silver
CUST01462,Customer_1462,Female,60,Dadar,Silver
CUST01463,Customer_1463,Female,53,Ghatkopar,Green
CUST01464,Customer_1464,Male,42,Thane,None
CUST01465,Customer_1465,Female,26,Andheri,Gold
CUST01466,Customer_1466,Female,45,Colaba,Gold
CUST01467,Customer_1467,Male,55,Dadar,None
CUST01468,Customer_1468,Female,28,Vashi,Gold
CUST01469,Customer_1469,Female,32,Ghatkopar,None
CUST01470,Customer_1470,Female,20,Borivali,Green
CUST01471,Customer_1471,Female,31,Colaba,None
CUST01472,Customer_1472,Male,56,Chembur,Silver
CUST01473,Customer_1473,Female,34,Borivali,Silver
CUST01474,Customer_1474,Male,30,Bandra,None
CUST01475,Customer_1475,Female,37,Andheri,None
CUST01476,Customer_1476,Female,58,Andheri,Green
CUST01477,Customer_1477,Male,19,Andheri,Green
CUST01478,Customer_1478,Male,42,Andheri,None
CUST01479,Customer_1479,Female,21,Bandra,Gold
CUST01480,Customer_1480,Male,39,Ghatkopar,Green
CUST01481,Customer_1481,Female,37,Dadar,Gold
CUST01482,Customer_1482,Female,23,Andheri,Green
CUST01483,Customer_1483,Female,50,Andheri,None
CUST01484,Customer_1484,Female,39,Colaba,Gold
CUST01485,Customer_1485,Female,22,Chembur,None
CUST01486,Customer_1486,Female,50,Ghatkopar,Silver
CUST01487,Customer_1487,Male,27,Vashi,Silver
CUST01488,Customer_1488,Female,42,Bandra,Gold
CUST01489,Customer_1489,Female,33,Dadar,Green
CUST01490,Customer_1490,Male,38,Powai,Green
CUST01491,Customer_1491,Male,39,Chembur,Gold
CUST01492,Customer_1492,Female,34,Bandra,Green
CUST01493,Customer_1493,Female,24,Vashi,None
CUST01494,Customer_1494,Female,27,Chembur,None
CUST01495,Customer_1495,Female,42,Colaba,Green
CUST01496,Customer_1496,Female,50,Dadar,None
CUST01497,Customer_1497,Female,33,Andheri,Gold
CUST01498,Customer_1498,Male,19,Colaba,Gold
CUST01499,Customer_1499,Female,26,Ghatkopar,Gold
CUST01500,Customer_1500,Female,45,Dadar,Silver
CUST01501,Customer_1501,Female,36,Bandra,None
CUST01502,Customer_1502,Male,58,Powai,Green
CUST01503,Customer_1503,Female,58,Thane,Green
CUST01504,Customer_1504,Male,22,Vashi,Gold
CUST01505,Customer_1505,Female,30,Borivali,Green
CUST01506,Customer_1506,Female,47,Vashi,None
CUST01507,Customer_1507,Male,28,Powai,Silver
CUST01508,Customer_1508,Female,52,Colaba,Green
CUST01509,Customer_1509,Male,45,Chembur,None
CUST01510,Customer_1510,Female,44,Thane,Green
CUST01511,Customer_1511,Male,27,Borivali,Silver
CUST01512,Customer_1512,Female,20,Chembur,Gold
CUST01513,Customer_1513,Male,35,Dadar,Green
CUST01514,Customer_1514,Female,56,Ghatkopar,Silver
CUST01515,Customer_1515,Female,28,Andheri,Gold
CUST01516,Customer_1516,Male,36,Bandra,Green
CUST01517,Customer_1517,Male,34,Powai,Green
CUST01518,Customer_1518,Male,19,Powai,Green
CUST01519,Customer_1519,Female,19,Colaba,Silver
CUST01520,Customer_1520,Male,25,Thane,None
CUST01521,Customer_1521,Male,37,Chembur,Silver
CUST01522,Customer_1522,Female,25,Ghatkopar,Gold
CUST01523,Customer_1523,Female,35,Andheri,None
CUST01524,Customer_1524,Female,51,Chembur,Green
CUST01525,Customer_1525,Female,46,Dadar,Gold
CUST01526,Customer_1526,Male,42,Ghatkopar,Silver
CUST01527,Customer_1527,Female,32,Borivali,Gold
CUST01528,Customer_1528,Female,59,Dadar,Green
CUST01529,Customer_1529,Male,48,Andheri,Green
CUST01530,Customer_1530,Female,42,Vashi,Gold
CUST01531,Customer_1531,Male,48,Andheri,Silver
CUST01532,Customer_1532,Male,29,Powai,Green
CUST01533,Customer_1533,Male,58,Vashi,Silver
CUST01534,Customer_1534,Female,48,Colaba,Green
CUST01535,Customer_1535,Female,19,Dadar,Green
CUST01536,Customer_1536,Female,29,Vashi,Gold
CUST01537,Customer_1537,Female,44,Dadar,Gold
CUST01538,Customer_1538,Male,52,Ghatkopar,Green
CUST01539,Customer_1539,Male,33,Ghatkopar,Green
CUST01540,Customer_1540,Female,32,Chembur,Gold
CUST01541,Customer_1541,Male,60,Chembur,Green
CUST01542,Customer_1542,Male,44,Bandra,Gold
CUST01543,Customer_1543,Female,51,Andheri,None
CUST01544,Customer_1544,Male,52,Thane,None
CUST01545,Customer_1545,Male,19,Bandra,Silver
CUST01546,Customer_1546,Male,40,Powai,Silver
CUST01547,Customer_1547,Female,43,Powai,Silver
CUST01548,Customer_1548,Male,50,Dadar,Green
CUST01549,Customer_1549,Male,35,Colaba,None
CUST01550,Customer_1550,Male,37,Ghatkopar,Green
CUST01551,Customer_1551,Female,57,Chembur,None
CUST01552,Customer_1552,Female,35,Colaba,Silver
CUST01553,Customer_1553,Female,18,Colaba,None
CUST01554,Customer_1554,Male,32,Borivali,Green
CUST01555,Customer_1555,Female,37,Dadar,None
CUST01556,Customer_1556,Female,52,Borivali,Silver
CUST01557,Customer_1557,Female,28,Thane,Gold
CUST01558,Customer_1558,Male,53,Andheri,None
CUST01559,Customer_1559,Female,38,Dadar,Gold
CUST01560,Customer_1560,Male,31,Vashi,None
CUST01561,Customer_1561,Male,33,Colaba,None
CUST01562,Customer_1562,Female,24,Ghatkopar,None
CUST01563,Customer_1563,Female,48,Andheri,None
CUST01564,Customer_1564,Female,18,Dadar,None
CUST01565,Customer_1565,Male,44,Borivali,Silver
CUST01566,Customer_1566,Female,38,Chembur,None
CUST01567,Customer_1567,Male,44,Chembur,Silver
CUST01568,Customer_1568,Female,35,Bandra,Green
CUST01569,Customer_1569,Female,30,Vashi,Silver
CUST01570,Customer_1570,Female,22,Chembur,None
CUST01571,Customer_1571,Male,23,Vashi,Green
CUST01572,Customer_1572,Female,35,Bandra,Green
CUST01573,Customer_1573,Female,50,Borivali,Silver
CUST01574,Customer_1574,Female,57,Thane,Gold
CUST01575,Customer_1575,Male,36,Thane,Green
CUST01576,Customer_1576,Female,36,Chembur,Green
CUST01577,Customer_1577,Male,38,Thane,Gold
CUST01578,Customer_1578,Male,44,Chembur,None
CUST01579,Customer_1579,Female,42,Colaba,Gold
CUST01580,Customer_1580,Female,20,Powai,Green
CUST01581,Customer_1581,Male,55,Thane,Silver
CUST01582,Customer_1582,Female,46,Bandra,Gold
CUST01583,Customer_1583,Female,40,Thane,Silver
CUST01584,Customer_1584,Female,37,Powai,Gold
CUST01585,Customer_1585,Female,42,Ghatkopar,None
CUST01586,Customer_1586,Female,30,Chembur,None
CUST01587,Customer_1587,Male,52,Ghatkopar,Silver
CUST01588,Customer_1588,Female,25,Ghatkopar,None
CUST01589,Customer_1589,Male,48,Andheri,Green
CUST01590,Customer_1590,Male,60,Bandra,Silver
CUST01591,Customer_1591,Male,35,Colaba,None
CUST01592,Customer_1592,Female,50,Chembur,None
CUST01593,Customer_1593,Female,28,Andheri,None
CUST01594,Customer_1594,Female,18,Vashi,Green
CUST01595,Customer_1595,Male,43,Andheri,Silver
CUST01596,Customer_1596,Male,49,Ghatkopar,Green
CUST01597,Customer_1597,Male,40,Borivali,None
CUST01598,Customer_1598,Female,40,Bandra,Silver
CUST01599,Customer_1599,Female,54,Ghatkopar,Green
CUST01600,Customer_1600,Male,35,Andheri,Gold
CUST01601,Customer_1601,Male,46,Borivali,Gold
CUST01602,Customer_1602,Male,21,Bandra,None
CUST01603,Customer_1603,Male,28,Powai,None
CUST01604,Customer_1604,Male,40,Dadar,Gold
CUST01605,Customer_1605,Male,25,Colaba,Silver
CUST01606,Customer_1606,Male,34,Borivali,Green
CUST01607,Customer_1607,Male,33,Thane,Gold
CUST01608,Customer_1608,Female,18,Colaba,None
CUST01609,Customer_1609,Male,36,Vashi,None
CUST01610,Customer_1610,Female,42,Colaba,Silver
CUST01611,Customer_1611,Male,21,Vashi,None
CUST01612,Customer_1612,Male,44,Powai,Gold
CUST01613,Customer_1613,Female,57,Dadar,None
CUST01614,Customer_1614,Male,40,Borivali,Gold
CUST01615,Customer_1615,Female,31,Andheri,Gold
CUST01616,Customer_1616,Female,27,Thane,Gold
CUST01617,Customer_1617,Female,26,Powai,None
CUST01618,Customer_1618,Female,55,Bandra,Silver
CUST01619,Customer_1619,Male,57,Colaba,None
CUST01620,Customer_1620,Male,31,Thane,Silver
CUST01621,Customer_1621,Male,38,Ghatkopar,None
CUST01622,Customer_1622,Male,40,Borivali,Green
CUST01623,Customer_1623,Female,30,Dadar,Gold
CUST01624,Customer_1624,Male,26,Bandra,None
CUST01625,Customer_1625,Male,60,Bandra,None
CUST01626,Customer_1626,Female,30,Ghatkopar,Green
CUST01627,Customer_1627,Female,49,Bandra,Green
CUST01628,Customer_1628,Male,47,Bandra,Silver
CUST01629,Customer_1629,Female,33,Colaba,None
CUST01630,Customer_1630,Female,44,Borivali,Green
CUST01631,Customer_1631,Female,36,Chembur,Green
CUST01632,Customer_1632,Female,60,Chembur,None
CUST01633,Customer_1633,Female,33,Ghatkopar,Green
CUST01634,Customer_1634,Male,43,Borivali,Gold
CUST01635,Customer_1635,Male,52,Bandra,Gold
CUST01636,Customer_1636,Female,46,Chembur,Gold
CUST01637,Customer_1637,Female,21,Colaba,Green
CUST01638,Customer_1638,Male,34,Bandra,None
CUST01639,Customer_1639,Female,36,Dadar,Gold
CUST01640,Customer_1640,Female,53,Dadar,Silver
CUST01641,Customer_1641,Female,21,Dadar,None
CUST01642,Customer_1642,Female,18,Bandra,Green
CUST01643,Customer_1643,Female,32,Dadar,Silver
CUST01644,Customer_1644,Male,36,Thane,None
CUST01645,Customer_1645,Male,37,Borivali,None
CUST01646,Customer_1646,Female,42,Powai,Green
CUST01647,Customer_1647,Female,59,Ghatkopar,Silver
CUST01648,Customer_1648,Female,58,Borivali,Gold
CUST01649,Customer_1649,Male,44,Chembur,Gold
CUST01650,Customer_1650,Female,43,Dadar,Gold
CUST01651,Customer_1651,Male,52,Ghatkopar,Gold
CUST01652,Customer_1652,Female,50,Ghatkopar,Green
CUST01653,Customer_1653,Female,59,Chembur,Silver
CUST01654,Customer_1654,Male,44,Dadar,None
CUST01655,Customer_1655,Female,45,Vashi,Gold
CUST01656,Customer_1656,Female,53,Ghatkopar,Silver
CUST01657,Customer_1657,Female,19,Ghatkopar,Green
CUST01658,Customer_1658,Female,41,Thane,None
CUST01659,Customer_1659,Female,40,Thane,Silver
CUST01660,Customer_1660,Male,21,Andheri,Silver
CUST01661,Customer_1661,Female,27,Andheri,Silver
CUST01662,Customer_1662,Female,38,Dadar,Gold
CUST01663,Customer_1663,Female,26,Borivali,None
CUST01664,Customer_1664,Male,52,Bandra,Gold
CUST01665,Customer_1665,Male,55,Dadar,Silver
CUST01666,Customer_1666,Male,45,Borivali,Silver
CUST01667,Customer_1667,Female,60,Chembur,Gold
CUST01668,Customer_1668,Female,49,Chembur,Gold
CUST01669,Customer_1669,Female,28,Chembur,None
CUST01670,Customer_1670,Male,19,Colaba,Green
CUST01671,Customer_1671,Female,42,Colaba,Green
CUST01672,Customer_1672,Male,41,Vashi,Silver
CUST01673,Customer_1673,Female,38,Colaba,None
CUST01674,Customer_1674,Female,53,Chembur,Gold
CUST01675,Customer_1675,Male,19,Andheri,Silver
CUST01676,Customer_1676,Male,58,Vashi,None
CUST01677,Customer_1677,Male,34,Ghatkopar,Green
CUST01678,Customer_1678,Male,54,Vashi,Gold
CUST01679,Customer_1679,Male,20,Colaba,Gold
CUST01680,Customer_1680,Male,60,Powai,Silver
CUST01681,Customer_1681,Male,43,Ghatkopar,Silver
CUST01682,Customer_1682,Male,55,Powai,Gold
CUST01683,Customer_1683,Male,45,Colaba,Green
CUST01684,Customer_1684,Female,46,Bandra,None
CUST01685,Customer_1685,Male,42,Dadar,Gold
CUST01686,Customer_1686,Male,39,Borivali,Gold
CUST01687,Customer_1687,Female,23,Borivali,Gold
CUST01688,Customer_1688,Male,38,Dadar,Green
CUST01689,Customer_1689,Female,52,Thane,Silver
CUST01690,Customer_1690,Female,20,Colaba,None
CUST01691,Customer_1691,Male,32,Colaba,Green
CUST01692,Customer_1692,Male,51,Colaba,None
CUST01693,Customer_1693,Male,56,Vashi,None
CUST01694,Customer_1694,Male,26,Powai,Gold
CUST01695,Customer_1695,Female,27,Powai,None
CUST01696,Customer_1696,Male,35,Ghatkopar,Gold
CUST01697,Customer_1697,Female,29,Thane,None
CUST01698,Customer_1698,Male,52,Vashi,Gold
CUST01699,Customer_1699,Female,59,Andheri,Green
CUST01700,Customer_1700,Male,21,Dadar,Silver
CUST01701,Customer_1701,Female,22,Thane,Green
CUST01702,Customer_1702,Female,54,Thane,None
CUST01703,Customer_1703,Male,28,Colaba,Gold
CUST01704,Customer_1704,Male,57,Borivali,Silver
CUST01705,Customer_1705,Female,18,Thane,Gold
CUST01706,Customer_1706,Male,59,Vashi,Gold
CUST01707,Customer_1707,Female,37,Vashi,Green
CUST01708,Customer_1708,Female,26,Ghatkopar,Green
CUST01709,Customer_1709,Male,35,Borivali,Gold
CUST01710,Customer_1710,Female,28,Powai,Green
CUST01711,Customer_1711,Male,21,Powai,Silver
CUST01712,Customer_1712,Female,56,Colaba,Gold
CUST01713,Customer_1713,Male,22,Ghatkopar,Gold
CUST01714,Customer_1714,Male,28,Chembur,Silver
CUST01715,Customer_1715,Female,51,Chembur,Gold
CUST01716,Customer_1716,Female,46,Chembur,Silver
CUST01717,Customer_1717,Female,52,Dadar,Silver
CUST01718,Customer_1718,Male,24,Thane,Green
CUST01719,Customer_1719,Female,26,Vashi,Silver
CUST01720,Customer_1720,Female,31,Bandra,Green
CUST01721,Customer_1721,Male,51,Powai,Silver
CUST01722,Customer_1722,Male,51,Ghatkopar,Green
CUST01723,Customer_1723,Female,50,Borivali,Gold
CUST01724,Customer_1724,Male,29,Powai,Gold
CUST01725,Customer_1725,Female,28,Bandra,Gold
CUST01726,Customer_1726,Male,30,Powai,Green
CUST01727,Customer_1727,Female,18,Powai,Green
CUST01728,Customer_1728,Female,37,Dadar,Gold
CUST01729,Customer_1729,Male,39,Andheri,None
CUST01730,Customer_1730,Female,43,Thane,Green
CUST01731,Customer_1731,Female,56,Dadar,Gold
CUST01732,Customer_1732,Female,48,Thane,Silver
CUST01733,Customer_1733,Male,44,Thane,None
CUST01734,Customer_1734,Female,30,Vashi,Silver
CUST01735,Customer_1735,Male,44,Vashi,Silver
CUST01736,Customer_1736,Female,31,Chembur,Green
CUST01737,Customer_1737,Male,50,Thane,None
CUST01738,Customer_1738,Female,22,Vashi,Green
CUST01739,Customer_1739,Male,35,Thane,Green
CUST01740,Customer_1740,Male,35,Ghatkopar,None
CUST01741,Customer_1741,Female,33,Chembur,Silver
CUST01742,Customer_1742,Male,32,Powai,Gold
CUST01743,Customer_1743,Female,59,Ghatkopar,None
CUST01744,Customer_1744,Male,40,Powai,Green
CUST01745,Customer_1745,Female,35,Bandra,Green
CUST01746,Customer_1746,Female,20,Ghatkopar,Green
CUST01747,Customer_1747,Male,45,Chembur,Silver
CUST01748,Customer_1748,Female,24,Andheri,Gold
CUST01749,Customer_1749,Female,47,Andheri,Green
CUST01750,Customer_1750,Female,32,Chembur,Gold
CUST01751,Customer_1751,Female,60,Colaba,Green
CUST01752,Customer_1752,Female,44,Bandra,Green
CUST01753,Customer_1753,Male,50,Bandra,Gold
CUST01754,Customer_1754,Female,30,Borivali,Gold
CUST01755,Customer_1755,Female,27,Andheri,Gold
CUST01756,Customer_1756,Female,35,Bandra,Gold
CUST01757,Customer_1757,Male,41,Dadar,Green
CUST01758,Customer_1758,Male,39,Colaba,Silver
CUST01759,Customer_1759,Female,27,Thane,Silver
CUST01760,Customer_1760,Male,58,Bandra,Gold
CUST01761,Customer_1761,Female,48,Powai,Gold
CUST01762,Customer_1762,Male,56,Vashi,Silver
CUST01763,Customer_1763,Female,50,Powai,None
CUST01764,Customer_1764,Male,52,Bandra,None
CUST01765,Customer_1765,Female,58,Ghatkopar,Silver
CUST01766,Customer_1766,Female,57,Powai,Green
CUST01767,Customer_1767,Female,50,Bandra,Silver
CUST01768,Customer_1768,Female,31,Vashi,Green
CUST01769,Customer_1769,Female,40,Borivali,Green
CUST01770,Customer_1770,Male,45,Andheri,Green
CUST01771,Customer_1771,Female,42,Bandra,Green
CUST01772,Customer_1772,Female,22,Powai,Silver
CUST01773,Customer_1773,Male,30,Colaba,Green
CUST01774,Customer_1774,Female,59,Borivali,Gold
CUST01775,Customer_1775,Female,53,Borivali,Green
CUST01776,Customer_1776,Female,20,Thane,Silver
CUST01777,Customer_1777,Female,54,Dadar,None
CUST01778,Customer_1778,Male,49,Ghatkopar,Silver
CUST01779,Customer_1779,Female,54,Andheri,Green
CUST01780,Customer_1780,Male,29,Ghatkopar,Silver
CUST01781,Customer_1781,Female,18,Borivali,Silver
CUST01782,Customer_1782,Male,47,Powai,Green
CUST01783,Customer_1783,Male,36,Vashi,Gold
CUST01784,Customer_1784,Female,24,Thane,None
CUST01785,Customer_1785,Female,31,Powai,Silver
CUST01786,Customer_1786,Female,60,Bandra,Silver
CUST01787,Customer_1787,Male,23,Borivali,Gold
CUST01788,Customer_1788,Female,30,Bandra,Gold
CUST01789,Customer_1789,Male,45,Colaba,Gold
CUST01790,Customer_1790,Female,24,Bandra,None
CUST01791,Customer_1791,Female,23,Andheri,Gold
CUST01792,Customer_1792,Female,39,Chembur,Green
CUST01793,Customer_1793,Female,55,Andheri,Green
CUST01794,Customer_1794,Male,19,Powai,Green
CUST01795,Customer_1795,Male,31,Chembur,Green
CUST01796,Customer_1796,Female,48,Bandra,Gold
CUST01797,Customer_1797,Male,21,Powai,Gold
CUST01798,Customer_1798,Female,35,Powai,Silver
CUST01799,Customer_1799,Female,35,Bandra,Silver
CUST01800,Customer_1800,Male,37,Powai,Green
CUST01801,Customer_1801,Male,56,Chembur,Silver
CUST01802,Customer_1802,Male,45,Ghatkopar,None
CUST01803,Customer_1803,Male,44,Borivali,Green
CUST01804,Customer_1804,Male,25,Thane,None
CUST01805,Customer_1805,Female,32,Colaba,Silver
CUST01806,Customer_1806,Male,52,Ghatkopar,Gold
CUST01807,Customer_1807,Female,48,Colaba,Green
CUST01808,Customer_1808,Male,24,Powai,None
CUST01809,Customer_1809,Male,51,Thane,None
CUST01810,Customer_1810,Male,23,Ghatkopar,Silver
CUST01811,Customer_1811,Female,21,Vashi,Silver
CUST01812,Customer_1812,Male,42,Powai,Silver
CUST01813,Customer_1813,Female,35,Chembur,Silver
CUST01814,Customer_1814,Male,53,Thane,Silver
CUST01815,Customer_1815,Female,59,Borivali,Gold
CUST01816,Customer_1816,Male,56,Ghatkopar,Green
CUST01817,Customer_1817,Male,58,Powai,Silver
CUST01818,Customer_1818,Male,25,Chembur,Silver
CUST01819,Customer_1819,Male,34,Dadar,Green
CUST01820,Customer_1820,Male,49,Chembur,Silver
CUST01821,Customer_1821,Female,31,Ghatkopar,Silver
CUST01822,Customer_1822,Male,35,Vashi,Gold
CUST01823,Customer_1823,Male,37,Colaba,Silver
CUST01824,Customer_1824,Female,58,Powai,Gold
CUST01825,Customer_1825,Male,26,Chembur,Green
CUST01826,Customer_1826,Female,45,Dadar,None
CUST01827,Customer_1827,Male,49,Andheri,None
CUST01828,Customer_1828,Male,47,Bandra,None
CUST01829,Customer_1829,Male,54,Dadar,Green
CUST01830,Customer_1830,Male,29,Chembur,Silver
CUST01831,Customer_1831,Male,49,Thane,None
CUST01832,Customer_1832,Male,49,Dadar,Green
CUST01833,Customer_1833,Female,58,Powai,Gold
CUST01834,Customer_1834,Male,18,Andheri,Silver
CUST01835,Customer_1835,Female,51,Andheri,Green
CUST01836,Customer_1836,Female,36,Powai,Gold
CUST01837,Customer_1837,Male,32,Bandra,Gold
CUST01838,Customer_1838,Female,37,Vashi,Gold
